class,clean_message
spam,believe true incredible txts reply g learn truly amazing thing blow yo mind o2fwd 18p txt
ham,yeah e leave min
ham,one teach ship car
ham,sign mat ity start saying big thing actually start understanding small thing nice evening bslvyl
ham,yeah confirmed staying weekend
ham,said dun haf passport smth like dat juz send email account
ham,multiply number independently count decimal point division push decimal place like showed
ham,lovely night wake see message hope smile knowing great morning
ham,ard lor
ham,right meanwhile project twin comin
ham,sent yo maga money yesterday oh
spam,hot n horny willing live local text reply hear strt back 150p per msg netcollex ltdhelpdesk reply stop end
ham,ride equally uneventful many pesky cyclist around time night
ham,free give otherwise nalla adi entey nattil kittum
ham,sent wife yo text buy tell relax go get wkend
ham,escape theatre going watch kavalan minute
ham,much would cost hire hitman
ham,anything lor
spam,want new nokia 3510i colo phone delivered tomorrow free minute mobile free text free camcorder reply call 08000930705
ham,huh cant go house empty handed right
ham,good morning princess happy new year
spam,congratulation winner august prize draw call prize code
ham,aight head
ham,wat r busy wif work
ham,know mood today
ham,jay told already
ham,cps causing outage conserve energy
ham,e checking happening around area
ham,hey morning come ask pa
ham,jordan got voted last nite
ham,mean got epi fine
ham,idea
ham,pls come quick cant bare
ham,call unable cal let meet bhaskar deep
ham,meet library
ham,k roommate also want dubsack another friend may also want plan bringing extra tell know e
ham,depends individual lor e hair dresser say pretty parent say look gong u kaypoh also dunno wat collecting
ham,ok
ham,enjoy watching playing football basketball anything outdoors
ham,please ask macho price range want something new used plus interfued blackberry bold lt gt bb
ham,sorry sent blank msg yup trying serious studying
ham,hey check da listed da
spam,25p alfie moon child need song mob tell m8s txt tone charity nokias poly charity polys zed profit charity
ham,meant apology texting get drug lt gt night
ham,mean february april getting place stay hustle back forth ing audition season since sister moved away harlem
ham,goin workout lor muz lose e fat
ham,damn poor zac stand chance
ham,want tel one thing mistake k message sent
ham,yeah right bring tape meas e fri
ham,head straight
spam,get official england poly ringtone colo flag yer mobile tonight game text tone flag optout txt eng stop box39822 w111wx 50
ham,thank princess sexy
ham,oooh got plenty
ham,hui xin da lib
ham,big difference lt gt versus lt gt every lt gt hr
ham,make cry stuff happens top everything else push edge underdtand often cry sorry sorry life
ham,babe feel let 4get try cheer fit soo muchxxlove u locaxx
ham,know hook mean right
spam,customer service announcement recently tried make delivery unable please call schedule ref 9307622
ham,wat da model num phone
ham,really skateboarding despite fact get thrown wind bandage shit arm every five minute
spam,stop f ther club tone replying stop mix see tone com enjoy html term club tone cost gbp4 week mfl
ham,house e sky quite dark liao raining got excuse run already rite hee
ham,sorry left phone upstairs ok might hectic would bird one fell swoop date
ham,thought see
spam,wamma get laid want real doggin location sent direct yo mobile join uk largest dogging network txt dog nyt ec2a 3lp msg
ham,carlos say pick later yeah set
ham,hey babe friend cancel still visit
ham,hmm ill think ok forgiven
ham,hoping get away langport still town tonight
ham,want send virtual hug need one
ham,probably still going stuff
ham,issue right ill fix tomorrow
ham,come people
ham,senthil group company apnt 5pm
ham,oh really make air yo talent
ham,studying free next weekend
ham,r yet wearing blue shirt n black pant
ham,wait come lt gt min
ham,reach home lt gt minute
ham,well great weekend
ham,langport sorry probably bed 9pm suck ill xmas go2sri lanka
ham,frnd juz word merely relationship silent promise say wherevr whenevr forevr gudnyt dear
ham,huh also cannot many mistake
ham,ha u jus ate honey ar sweet
ham,ning phone mom telling everyone cancer sister stop calling h t talk put see get home love u
ham,honey sweetheart darling sexy bun sugar plum loverboy miss boytoy smack yo as go gym
ham,thanks loving rock
ham,yeah imma come cause jay want drug
ham,ok thanx take care
ham,yup thk oso boring wat
ham,came look flat seems ok 50 away alot wiv work got woman coming
ham,moji informed saved life thanks
ham,who class
ham,hey r still online finished formatting
ham,great attracts brothas
spam,promotion number ur awarded city break could win summer shopping spree every wk txt store skilgme tscs087147403231winawk age16 50perwksub
ham,lol happens vega stay vega
ham,hello hello hi lou sorry took long reply left mobile friend lancaster got bak neway im sorry make b day hun
ham,use soc use home dunno type word ar
ham,dad say h ry hell
ham,wake lt gt morning
ham,get class bsn like lt gt minute know advising
ham,great shoot big load get ready
ham,meet lobby
ham,still coming tonight
ham,happen dear tell
ham,sir waiting yo call free please call
ham,texted finished long time ago showered er ything
ham,ok im e time finish tomorrow wanna spend evening co would vewy vewy lubly love xxx
ham,hello per request lt gt r transfered
ham,tirup call da
spam,winner specially selected receive cash award speak live operator claim call 087147123779am 7pm cost 10p
ham,luck catch put
ham,noe specify da domain nusstu still sch
ham,oh asked fun haha take care
ham,shall get pouch
ham,hey loverboy love tell look yo pict e ache feel leg fuck want need crave
ham,boy sweet word left morning sigh go day love start yo studying
ham,kent vale lor wait ar
ham,ok good making money
ham,reading gud habit nan bari hudgi yorge pataistha ertini kano
ham,aight still want get money
ham,town v important
ham,sorry pa dont knw ru pa
ham,wat
ham,meeting rite go home lor dun feel like comin ok
ham,oh get paid outstanding one commercial hasbro august made u jump many hoop get paid still
ham,late call tomorrow morning take care sweet dream ummifying bye
ham,networking technical support associate
ham,gonna rip uterus
ham,cool like swimming pool jacuzzi house
spam,thanks yo ringtone order reference number x49 yo mobile charged yo tone arrive please call customer service colo red text colo txtstar
ham,yeah gang ready
ham,blank blank wat blank lol
ham,movie collect car oredi
ham,left already orchard
spam,hi 2nights lucky night uve invited xchat uk wildest chat txt chat 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs
ham,nothing spl wat abt whr ru
ham,chikku nt yet ya free
ham,aldrine rakhesh ex rtm pls call gent
ham,search happiness main ce unhappiness accept life way come u find happiness every moment live
ham,guess could good excuse lol
ham,frnd necesity life imagine self witout frnd hw feel colleg wat wth cell wat abt function thnk abt event espe cared missed amp irritated 4wrd dear loving frnds wthout cant live jst takecare goodmorning
ham,old orchard near univ
ham,taco raja b rito right
ham,get ok
ham,hows street end library walk
ham,plz note anyone calling mobile co amp asks type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn
ham,stopped get ice cream go back
ham,stitch trouser
spam,146tf150p
ham,hey bored thinking wat r
ham,nah wednesday bring mini cheetos bag
ham,nobody name penis girl name story add
ham,aight let know gonna around usf
ham,lip synced shangela
ham,neva tell noe home da aft wat
ham,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
spam,dear voucher holder claim yo 1st class airport lounge pass using yo holiday voucher call booking quote 1st class x 2
ham,buzz hey love think hope yo day go well sleep miss babe long moment together loving smile
ham,haha sound crazy dunno tahan anot
ham,early
ham,ya one slow poo
ham,im gloucesterroad uup later
ham,lol ouch wish stayed bit longer
ham,god asked forgiveness little child gave lovely reply
ham,join lt gt bus
ham,ask keep one maybe get message sent glo
ham,k send lt gt min
ham,would smoking help u work difficult time
spam,someone u know asked dating service contact cant guess call revealed pobox s3xy 150p
ham,yes mum lookin strong
ham,sir goodmorning free call
ham,call
ham,love girl office may wonder smiling sore
ham,hi wlcome back wonder got eaten lion something nothing much
ham,uncle timi help clearing car
ham,came hostel going sleep plz call class hrishi
ham,ok bag
ham,ok lor msg b4 call
spam,mila age23 blonde new uk look sex uk guy like fun text mtalk 30pp txt 1st 5free increment help08718728876
ham,fishrman woke early mrng dark waited amp found sack ful stone strtd throwin thm in2 sea pas time atlast jus 1stone sun rose amp found tht r nt stone diamond moral dont wake early mrng good night
spam,claim shopping spree call mobstorequiz10ppm
ham,physic get
ham,dear friend sorry late information today birthday loving ar praveesh detail log face book see number lt gt dont miss delicious treat
ham,r going send
ham,online transaction
ham,dear got train seat mine lower seat
ham,let know need anything else salad desert something many beer shall get
ham,whore unbelievable
spam,want funk fone weekly new tone reply tones2u text www ringtones co uk original n best tone 3gbp network operator rate apply
ham,e mean get
ham,love know feel make yo belly warm wish love shall meet yo dream ahmad adoring kiss
spam,twinks bear scallies skin jock calling miss weekend fun call 10p min stop text call nat rate
ham,love want flood pretty pussy cum
